PublicationID,Year,Citation,ArticleTitle,DOI
2546,1991,"Jefferson, G.T. 1991. A catalogue of late Quaternary vertebrates from California: part two, mammals. Technical Reports 7, Natural History Museum of Los Angeles County, Los Angeles, California, USA.",NULL,NULL
2547,1991,"Jefferson, G. T. 1991. Rancholabrean age vertebrates from the Southeastern Mojave Desert, California. Pages 163-175 in Crossing the borders: Quaternary studies in eastern California and Southwestern Nevada (compiled by R. E. Reynolds), San Bernardino County Museum Association Special Publication, Redlands.",NULL,NULL
2548,1967,"Jelinek, A. J. 1967. A prehistoric sequence in the middle Pecos Valley, New Mexico. University of Michigan, Museum of Anthropology, Anthropological Papers 31.",NULL,NULL
2549,1969,"Jelinek, A. J. 1969. Identification of mammalian fauna. Pages 127-133 in Early Puebloan occupations at Tesuque By-Pass and in the upper Rio Grande Valley (C. H. McNutt, editor), University of Michigan, Museum of Anthropology, Anthropological Papers 40.",NULL,NULL
2550,1953,"Jelks, E. B. 1953. Excavation at the Blum Rockshelter. Bulletin of the Texas Archeological Society 24:189-207.",NULL,NULL
2551,1962,"Jelks, E. B. 1962. The Kyle site, a stratified central Texas aspect site in Hill County, Texas. University of Texas Archeology Series 5:1-102.",NULL,NULL
2552,1989,"Jelks, E. B., C. J. Ekberg, and T. J. Martin. 1989. Excavations at the Laurens site. Illinois Historic Preservation Agency, Studies in Illinois Archaeology 5.",NULL,NULL
2553,1972,"Jenkins, J. T. 1972. The Pleistocene geology and paleoecology of the Fremont County Quarry. Master's thesis, University of Iowa, Iowa City.",NULL,NULL
2554,1972,"Jenkins, J. T., and H. A. Semken, Jr. 1972. Faunal analysis of the Lane Enclosure, Allamakee County, Iowa. Proceedings of the Iowa Academy of Science 78:76-78.",NULL,NULL
2555,1957,"Jennings, J. D. 1957. Danger Cave. University of Utah, Department of Anthropology, Anthropological Papers 27.",NULL,NULL
2556,1980,"Jennings, J. D. 1980. Cowboy Cave. University of Utah, Department of Anthropology, Anthropological Papers 104.",NULL,NULL
2557,1980,"Jennings, J. D., A. R. Schroedl, and R. N. Holmer. 1980. Sudden Shelter. University of Utah, Department of Anthropology, Anthropological Papers 103.",NULL,NULL
2558,1988,"Jeter, M. D., editor. 1988. The Burris site and beyond: archeological survey and testing along a pipeline corridor and excavations at a Mississippian village, northeast Arkansas. Research Report 27. Arkansas Archeological Survey, Fayetteville, Arkansas, USA.",NULL,NULL
2559,1987,"Johnson, A. E. 1987. Late Woodland adaptive patterns in eastern Kansas. Plains Anthropologist 32:390-403.",NULL,NULL
2560,1988,"Johnson, A. M., K. Feyhl, S. Conner, and M. Bryant. 1988. The cremation of two early historic timbered structures in the Bull Mountains. Archaeology in Montana 29(2):97-115.",NULL,NULL
2561,1990,"Johnson, A. M., P. A. Treat, and R. S. Thompson. 1990. Sugarloaf Butte. Archaeology in Montana 31(2):59-79.",NULL,NULL
2562,1974,"Johnson, C. 1974. Geologic investigations at the Lubbock Lake site. Pages 79-105 in History and prehistory of the Lubbock Lake site (C. C. Black, editor), West Texas Museum Association, Texas Tech University, The Museum Journal 15.",NULL,NULL
2563,1978,"Johnson, D. L. 1978. The origin of island mammoths and the Quaternary land bridge history of the Northern Channel Island, California. Quaternary Research 10:204-205.",NULL,NULL
2564,1974,"Johnson, E. 1974. Zooarcheology and the Lubbock Lake site. Pages 107-122 in History and prehistory of the Lubbock Lake Site (C. C. Black, editor), West Texas Museum Association, Texas Tech University, The Museum Journal 15.",NULL,NULL
2565,1987,"Johnson, E. 1987. Lubbock Lake, late Quaternary studies on the southern high plains. Texas A&M Press, College Station.",NULL,NULL
2566,1986,"Johnson, E., and V. T. Holliday. 1986. The Archaic record at Lubbock Lake. Plains Anthropologist 21:7-54.",NULL,NULL
2567,1975,"Johnson, E. M. 1975. Faunal and floral material from a Kansas City Hopewell site: analysis and interpretation. Museum of Texas Tech University, Occasional Papers 36:1-37.",NULL,NULL
2568,1979,"Johnson, L. D. 1979. The Hercules site, Alleghany County, Virginia. Quarterly Bulletin of the Archeological Society of Virginia 33(4):141-147.",NULL,NULL
2569,1961,"Johnson, L., Jr. 1961. The Yarbrough and Miller sites of northeastern Texas, with a preliminary definition of the La Harpe Aspect. Bulletin of the Texas Archeological Society 32:141-284.",NULL,NULL
2570,1962,"Johnson, L., D. A. Suhm, and C. D. Tunnell. 1962. Salvage archeology of Canyon Reservoir, the Wunderlich, Footbridge, and Oblate sites. Bulletin of the Texas Memorial Museum 5:1-126.",NULL,NULL
2571,1966,"Johnson, R. B. 1966. An analysis of the survey collection from Pascal Creek site (39AR207), Armstrong County, South Dakota. Plains Anthropologist 11 (33):176-185.",NULL,NULL
2572,1967,"Johnson, R. B. 1967. The Hitchell site. Smithsonian Institution River Basin Survey, Publications in Salvage Archaeology 3.",NULL,NULL
2573,1967,"Johnson, R. B. 1967. The Thomas Riggs site (39HU1) revisited, Hughes County, South Dakota. American Antiquity 32:393-395.",NULL,NULL
2574,1983,"Jolley, R. L. 1983. Archaeological investigations at the Clifton Place Plantation privy, Maury County, Tennessee. Tennessee Anthropological Association Miscellaneous Paper 9.",NULL,NULL
2575,1984,"Jones, C. A., J. R. Choate, and H. H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H. H. Genoways and M. R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publication of Carnegie Museum of Natural History 8, Pittsburgh, Pennsylvania, USA.",NULL,NULL
2576,1973,"Jones, W. M. 1973. A late eighteenth century work camp, St. Johns Bluff, Duval County, Florida. Florida Anthropologist 26(4):129-142.",NULL,NULL
2577,1974,"Kaeser, E. 1974. The Oakland Lake site (HAR-13-4). New York State Archaeological Association 60:1-27.",NULL,NULL
2578,1986,"Kane, A. E., and G. T. Gross (compilers). 1986. Dolores archeological program: Anasazi communities at Dolores: early Anasazi sites in the Sagehen Flats area. U.S. Department of the Interior Bureau of Reclamation, Denver.",NULL,NULL
2579,1967,"Kaplan, D. H., R. E. Pangborn, H. T. Ward, and W. R. Wood. 1967. Archaeologcial salvage work in the Stockton Reservoir area, southwestern Missouri. National Park Service Report, Midwest Res. Center, Lincoln.",NULL,NULL
2580,1970,"Kapp, R. O. 1970. A 24,000-year-old Jefferson mammoth from Midland County, Michigan. Papers of the Michigan Academy of Science, Arts, and Letters 3:95-100.",NULL,NULL
2581,1968,"Karklins, K. 1968. The Palm River midden, Hillsborough County, Florida. Florida Anthropologist 21(2-3):67-73.",NULL,NULL
2582,1970,"Karklins, K. 1970. The Fire Cloud site (39Bf237) Buffalo County, South Dakota. Plains Anthropologist 15:135-142.",NULL,NULL
2583,1992,"Kasper, S. 1992. Mammals from the late Pleistocene Carrol Creek local fauna, Donley County, Texas. Southwestern Naturalist 37(1):54-64.",NULL,NULL
2584,1971,"Katz, P. R. 1971. Archaeology of the Shutter site in northeastern Kansas. Plains Anthropologist 16:1-19.",NULL,NULL
2585,1975,"Kay, M. 1975. Central Missouri Hopewell subsistence-settlement system. Ph.D. dissertation, University of Colorado, Boulder.",NULL,NULL
2586,1980,"Kay, M. 1980. The central Missouri Hopewell subsistence-settlement system. Research Series 15. Missouri Archaeological Society.",NULL,NULL
2587,1982,"Kay, M. 1982. Phillips Spring, Missouri: report of the 1978 investigations. Ms. on file, Illinois State Museum, Springfield.",NULL,NULL
2588,1960,"Keel, B. C. 1960. The Money's Bend site, Ce3, Cherokee County, Alabama. Florida Anthropologist XIII(1):1-12.",NULL,NULL
2589,1988,"Keene, D. 1988. Archeological excavations at Fort De Chartres, 1985-1987. Illinois Historic Preservation Report, Springfield.",NULL,NULL
2590,1982,"Kegley, G. 1982. Archeological investigations at 41EP2, Hueco Tanks State Historical Park, El Paso County, Texas. Texas Parks and Wildlife Department, Austin.",NULL,NULL
2591,1967,"Kehoe, T. F. 1967. The Boarding School Bison Drive site. Plains Anthropologist Memoir No. 4.",NULL,NULL
2592,1959,"Kehoe, T. F., and A. B. Kehoe. 1959. Observations on the butchering technique at a prehistoric bison kill in Montana. American Antiquity 25:420-423.",NULL,NULL
2593,1991,"Keller, M. 1991. The Red Rock Springs site (24BE1230): surface materials and archaeological interpretations. Archaeology in Montana 32(1):9-29.",NULL,NULL
2594,1992,"Kelley, D.B. 1992. Coles Creek period faunal exploitation in the Ouachita River valley of southern Arkansas. Midcontinental Journal of Archaeology 17(2):227-264.",Coles Creek period faunal exploitation in the Ouachita River valley of southern Arkansas,NULL
2595,1975,"Kelley, J.E. 1975. Zooarchaeological analysis at Antelope House: behavioral inferences from distribution data. The Kiva 41(1):81-85.",Zooarchaeological analysis at Antelope House: behavioral inferences from distribution data,NULL
2596,1979,"Kelly, L. S. 1979. Animal resource exploitation by early Cahokia populations on the Merrell Tract. Illinois Archaeological Survey Circular 4:1-28.",NULL,NULL
2597,1984,"Kelly, L. S. 1984. Faunal remains. Pages 199-213 in The Fish Lake site (A. C. Fortier, R. B. Lacampagne, and F. A. Finney, editors), University of Illinois Press, American Bottom Archaeology FAI-270 Site Report 8.",NULL,NULL
2598,1984,"Kelly, L. S., and P. G. Cross. 1984. Zooarchaeology. Pages 215-232 in American Bottom archaeology (C. J. Bareis and J. W. Porter, editors), University of Illinois Press, Urbana.",NULL,NULL
2599,1972,"Kelso, W. M. 1972. Exploratory excavations at Carter's Grove plantation: an experience in rural archaeology. Society for Historical Archaeology, 5th Annual Meeting, Tallahassee.",NULL,NULL
2600,1984,"Keyser, J.D., and C.M. Davis. 1984. Lightning Spring: 4000 years of pine parkland prehistory.  Archaeology In Montana. 25(2-3):1-64.",Lightning Spring: 4000 years of pine parkland prehistory,NULL
2601,1976,"Keyser, J. D., and G. C. Knight. 1976. The Risley bison kill: west-central Montana. Plains Anthropologist 21(74):291-300.",NULL,NULL
2603,1986,"King, J.E., and J.J. Saunders. 1986. Geochelone in Illinois and the Illinoian-Sangamonian vegetation of the type region. Quaternary Research 25(1):89-99..",Geochelone in Illinois and the Illinoian-Sangamonian vegetation of the type region,NULL
2604,1980,"Kingsley, R. G., and E. B. Garland. 1980. The DeBoer site: a late Allegan phase site in Allegan County, Michigan. Michigan Archaeologist 26:3-44.",NULL,NULL
2605,1975,"Kinsey, W. F., III. 1975. Faucett and Byram sites: chronology and settlement in the Delaware Valley. Pennsylvania Archaeologist 45(1-2):1-103.",NULL,NULL
2606,1977,"Kittleman, L. R. 1977. Preliminary report on the geology of Dirty Shame Rockshelter, Malheur County, Oregon. Tebiwa 5:1-22.",NULL,NULL
2607,1976,"Kivett, M. F., and R. E. Jensen. 1976. Archeological excavation at the Crow Creek site (39Bf11), Fort Randall Reservoir, South Dakota. Nebraska State Historical Society, Publications in Anthropology 7:1-221.",NULL,NULL
2608,1982,"Kline, G., G. D. Criten, and C. H. Faulkner. 1982. The McFarland Project: early Middle Woodland settlement and subsistence in the upper Duck River valley in Tennessee. Tennessee Anthropological Association Miscellaneous Paper 8.",NULL,NULL
2609,1974,"Klinger, T. C. 1974. Report on the 1974 test excavations at the Knappenberger site, Mississippi County, Arkansas. The Arkansas Archeologist 15:45-72.",NULL,NULL
2610,1982,"Klinger, T. C. 1982. The Mangrum site, mitigation through excavation and preservation. Arkansas Archeological Survey Research Series 20.",NULL,NULL
2611,1971,"Klippel, W. E. 1971. Prehistory and environmental change along the southern border of the Prairie Peninsula during the Archaic period. Ph.D. dissertation, University of Missouri, Columbia.",NULL,NULL
2612,1972,"Klippel, W. E. 1972. An Early Woodland period manifestation in the Prairie Peninsula. Journal of the Iowa Archeological Society 19.",NULL,NULL
2613,1982,"Klippel, W. E., and P. W. Parmalee. 1982. The paleontology of Cheek Bend Cave, Maury County, Tennessee: phase II report. Report to the Tennessee Valley Authority.",NULL,NULL
2614,1984,"Klippel, W. E., and P. W. Parmalee. 1984. Armadillos in North American late Pleistocene contexts. Pages 149-160 in Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday (H. H. Genoways and M. R. Dawson, editors), Carnegie Museum of Natural History Special Publications 8.",NULL,NULL
2615,1985,"Knight, V. J. 1985. Tukabatchee: archaeological investigations at an historic Creek town, Elmore County, Alabama, 1984. University of Alabama, Alabama State Museum of Natural History, Office of Archaeological Research Report of Investigations 45.",NULL,NULL
2616,1979,"Kobori, L. S., and J. C. Covert. 1979. Analysis of two faunal assemblages: Slivovitz Rockshelter and Avocado Rockshelter. Pages 245-256 in The prehistory and human ecology of Garden and Coal valleys: a contribution to the prehistory of southeastern Nevada (C. I. Busby, editor), Contributions of the University of California Archaeological Research Facility 39.",NULL,NULL
2617,1968,"Kotch, J., and E. L. Starr. 1968. The Fox Island site (39DW230), Dewey County, South Dakota. Plains Anthropologist 13:310-338.",NULL,NULL
2618,1976,"Kraft, H. C. 1976. The Rosenkrans site, and Adena-related mortuary complex in the upper Delaware Valley, New Jersey. Archaeology of Eastern North America 4:9-50.",NULL,NULL
2619,1984,"Krakker, J. J. 1984. Investigations of a small late prehistoric site in St. Clair County, Michigan. Michigan Archaeologist 30:86-123.",NULL,NULL
2620,1972,"Kramer, T. L. 1972. The paleoecology of the postglacial Mud Creek biota, Cedar and Scott counties, Iowa. Master's thesis, University of Iowa, Iowa City.",NULL,NULL
2621,1986,"Kreisa, P. P. 1986. The Furman site (47Wn216), a Lake Winnebago phase burial area near Oshkosh, Wisconsin. Wisconsin Archeologist 67(2):71-96.",NULL,NULL
2623,1972,"Kuttruff, L.C. 1972. The Marty Coolidge site, Monroe County, Illinois. University Museum Research Records 10. Southern Illinois University, Carbondale, Illinois, USA.",NULL,NULL
2624,1981,"Lahti, E., A. Spiess, M. Hedden, R. Bradley, and A. Faulkner. 1981. Test excavations at the Hodgdon site. Man in the Northeast 21:19-36.",NULL,NULL
2625,1968,"Lang, R.W. 1968. The natural environment and subsistence economy of the McKees Rocks Village site. Pennsylvania Archaeologist 38(1-4):50-80.",The natural environment and subsistence economy of the McKees Rocks Village site,NULL
2626,1984,"Lang, R. W., and A. H. Harris. 1984. The faunal remains from Arroyo Hondo Pueblo, New Mexico: a study in short-term subsistence change. School of American Research Press, Arroyo Hondo Archaeological Series 5.",NULL,NULL
2627,1986,"Langen, H. V. 1986. The Klug site, a Middle Woodland camp and refuse site in Ozaukee County, Wisconsin. Wisconsin Archeologist 67(2):128-152.",NULL,NULL
2629,1989,"Langenwalter, P. E., II, A. Schroth, P. Barros, and F. Fenenga. 1989. Redbank and Fancher creeks archeological data recovery program CA-Fre-632, -633, -1154, and -1155 Fresno County, California. U.S. Army Corps of Engineers, Sacramento District, Santa Ana.",NULL,NULL
2630,1980,"Lantz, S.W. 1980. Seneca Cabins site: Historic component of the Vanatta site (30CA46). Pennsylvania Archaeologist 50(1-2):9-41.",Seneca Cabins site: Historic component of the Vanatta site (30CA46),NULL
2631,1984,"Larson, T. K., P. H. Saunders, W. L. Tibesar, and M. McFaul. 1984. Archaeological investigations of the Deer Creek site 48BH18, Wyoming. Bureau of Land Management, Denver.",NULL,NULL
